,week,libelle,store,moyenne_demande,ecart_type_demande,somme,stock_de_securite,durée_conservation,Categorie,Sous-Categorie,piece,kg,reappro,stock
127,2022-01-03,OIGNONS ROUGES 500G,ST OUEN,0.9800000000000001,0.04472135954999578,4.9,0.07379024325749303,90,Légumes,Oignon,1.0,,45.0,22.545
128,2022-01-03,ORANGE A JUS CAL 7-8,GAMBETTA,6.608333333333333,4.930088910624906,39.65,8.134646702531095,30,Fruits,Orange,,5.19,15.0,81.067851206184
129,2022-01-03,ORANGE A JUS CAL 7-8,GRENELLE,15.620000000000001,7.898852237297939,109.34,13.033106191541599,30,Fruits,Orange,,5.19,15.0,167.6270032291934
130,2022-01-03,ORANGE A JUS CAL 7-8,MONTORGUEIL,5.318571428571429,2.3412349203744918,37.230000000000004,3.8630376186179114,30,Fruits,Orange,,5.19,15.0,54.85076607696565
131,2022-01-03,ORANGE A JUS CAL 7-8,ST OUEN,14.715714285714284,3.745320890314817,103.00999999999999,6.179779469019448,30,Fruits,Orange,,5.19,15.0,134.30204010960398
132,2022-01-03,PATATE DOUCE,GAMBETTA,5.5442857142857145,2.8018913680039845,38.81,4.623120757206574,90,Légumes,Patate,,3.29,45.0,155.7592654153412
133,2022-01-03,PATATE DOUCE,GRENELLE,6.201428571428571,1.987657151618697,43.41,3.2796343001708497,90,Légumes,Patate,,3.29,45.0,161.53259856670877
134,2022-01-03,PATATE DOUCE,MONTORGUEIL,2.777142857142857,1.7569264287927586,19.44,2.8989286075080516,90,Légumes,Patate,,3.29,45.0,81.93231857063472
135,2022-01-03,PATATE DOUCE,ST OUEN,5.734285714285714,2.980698224369905,40.14,4.918152070210343,90,Légumes,Patate,,3.29,45.0,162.0133956294435
136,2022-01-03,PDT BROSSEE,GAMBETTA,8.664285714285715,3.0438290421926193,60.65,5.022317919617821,90,Légumes,Pdt,,2.56,45.0,228.6371613900709
137,2022-01-03,PDT BROSSEE,GRENELLE,8.255714285714285,4.164023923813987,57.79,6.870639474293078,90,Légumes,Pdt,,2.56,45.0,231.84322216880966
138,2022-01-03,PDT BROSSEE,MONTORGUEIL,6.131428571428572,1.1736755453336691,42.92,1.936564649800554,90,Légumes,Pdt,,2.56,45.0,150.9480134564742
139,2022-01-03,PDT BROSSEE,ST OUEN,6.325714285714286,3.8194015986052805,44.28,6.302012637698713,90,Légumes,Pdt,,2.56,45.0,184.60375738744264
140,2022-01-03,PDT LAVEE,GAMBETTA,1.04,,1.04,,90,Légumes,Pdt,,0.7,45.0,
141,2022-01-03,PDT LAVEE,GRENELLE,6.111428571428571,3.063143421233753,42.78,5.054186645035692,90,Légumes,Pdt,,0.7,45.0,171.41165758495706
142,2022-01-03,PDT LAVEE,MONTORGUEIL,3.0142857142857147,2.6047447548839098,21.1,4.297828845558451,90,Légumes,Pdt,,0.7,45.0,96.65214093441301
143,2022-01-03,PDT LAVEE,ST OUEN,2.537142857142857,3.16884160898855,17.759999999999998,5.228588654831107,90,Légumes,Pdt,,0.7,45.0,92.16015326147391
144,2022-01-03,PDT PURE/POTAG 1.5KG 35+,GAMBETTA,2.4,1.140175425099138,12.0,1.8812894514135776,90,Légumes,Pdt,1.0,,45.0,66.62007329614214
145,2022-01-03,PDT PURE/POTAG 1.5KG 35+,GRENELLE,4.042857142857143,2.5224704443971473,28.3,4.162076233255293,90,Légumes,Pdt,1.0,,45.0,118.88434186957102
146,2022-01-03,PDT PURE/POTAG 1.5KG 35+,ST OUEN,1.225,0.5188127472091126,4.9,0.8560410328950357,90,Légumes,Pdt,1.0,,45.0,33.304997823247305
147,2022-01-03,PDT ROUGE,ST OUEN,2.65,1.2218701513117776,18.55,2.0160857496644327,90,Légumes,Pdt,,0.3,45.0,73.14931435415488
148,2022-01-03,PDT VAP/GRATIN 1.5KG 35+,GAMBETTA,1.8571428571428572,1.0690449676496976,13.0,1.763924196622001,90,Légumes,Pdt,1.0,,45.0,53.618477518124784
149,2022-01-03,PDT VAP/GRATIN 1.5KG 35+,GRENELLE,2.6999999999999997,1.9485036994233977,18.9,3.215031104048606,90,Légumes,Pdt,1.0,,45.0,82.31708429528663
150,2022-01-03,PDT VAP/GRATIN 1.5KG 35+,MONTORGUEIL,1.6600000000000001,0.7197221686178633,8.3,1.1875415782194745,90,Légumes,Pdt,1.0,,45.0,45.316271085018386
151,2022-01-03,PDT VAP/GRATIN 1.5KG 35+,ST OUEN,2.733333333333333,1.0911767348448493,16.4,1.8004416124940013,90,Légumes,Pdt,1.0,,45.0,73.57772950516775
152,2022-01-03,POIRE CONFERENCE 60+,GAMBETTA,4.6899999999999995,1.8535191753346747,32.83,3.058306639302213,20,Fruits,Poire,,4.53,10.0,33.121214763410016
153,2022-01-03,POIRE CONFERENCE 60+,GRENELLE,8.345714285714285,3.076875347615159,58.42,5.0768443235650125,20,Fruits,Poire,,4.53,10.0,57.782962817133715
154,2022-01-03,POIRE CONFERENCE 60+,MONTORGUEIL,3.2483333333333335,1.2247353455610999,19.490000000000002,2.0208133201758147,20,Fruits,Poire,,4.53,10.0,22.632039484429335
155,2022-01-03,POIRE CONFERENCE 60+,ST OUEN,4.465714285714285,1.5880476183336687,31.259999999999998,2.6202785702505533,20,Fruits,Poire,,4.53,10.0,30.614619814692695
156,2022-01-03,POIRE ROCHA 60+,GRENELLE,3.244285714285714,2.868337829608274,22.71,4.732757418853652,20,Fruits,Poire,,4.18,10.0,31.18772162806564
157,2022-01-03,POIRE ROCHA 60+,MONTORGUEIL,1.1433333333333333,1.2504532511586883,3.4299999999999997,2.0632478644118355,20,Fruits,Poire,,4.18,10.0,12.241229295686333
158,2022-01-03,POIRE ROCHA 60+,ST OUEN,1.7516666666666667,1.8142813085810774,10.51,2.9935641591587774,20,Fruits,Poire,,4.18,10.0,18.22481439812187
